0,0,FIFA,FIFA,-1
970,5,G9, ,961
971,5,G10, ,961
972,5,G11, ,961
973,5,G12, ,961
974,5,G13, ,961
975,5,G14, ,961
976,5,G15, ,961
977,5,G16, ,961
978,4,S6,FCE_Round_3_Draw,948
979,5,G1, ,978
980,4,S7,FCE_Round_3,948
981,5,G1, ,980
982,5,G2, ,980
983,5,G3, ,980
984,5,G4, ,980
985,5,G5, ,980
986,5,G6, ,980
987,5,G7, ,980
988,5,G8, ,980
989,4,S8,FCE_Quarter_Finals_Draw,948
990,5,G1, ,989
991,4,S9,FCE_Quarter_Finals,948
992,5,G1, ,991
993,5,G2, ,991
994,5,G3, ,991
995,5,G4, ,991
996,4,S10,FCE_Semi_Finals_Draw,948
997,5,G1, ,996
998,4,S11,FCE_Semi_Finals,948
999,5,G1, ,998
1000,5,G2, ,998
1001,4,S12,FCE_Final,948
1002,5,G1, ,1001
1003,3,C19,TrophyName_Abbr15_19,947
1004,4,S1,FCE_League_Stage,1003
1005,5,G1, ,1004
1006,3,C20,TrophyName_Abbr15_20,947
1007,4,S1,FCE_League_Stage,1006
1008,5,G1, ,1007
1009,3,C21,TrophyName_75,947
1010,4,S1,FCE_Setup_Stage,1009
1011,4,S2,FCE_Setup_Stage,1009
1012,4,S3,FCE_League_Stage,1009
1013,5,G1, ,1012
1014,3,C226,TrophyName_Abbr15_226,947
1015,4,S1,FCE_Final,1014
1016,5,G1, ,1015
1017,2,IREL,NationName_25,81
1018,3,C365,TrophyName_Abbr15_365,1017
1019,4,S1,FCE_Setup_Stage,1018
1020,5,G1, ,1019
1021,4,S2,FCE_Round_1,1018
1022,5,G1, ,1021
1023,5,G2, ,1021
1024,5,G3, ,1021
1025,5,G4, ,1021
1026,4,S2R,FCE_Round_1_Replay,1018
1027,5,G1, ,1026
1028,5,G2, ,1026
1029,5,G3, ,1026
1030,5,G4, ,1026
1031,4,S3,FCE_Quarter_Finals,1018
1032,5,G1, ,1031
1033,5,G2, ,1031
1034,5,G3, ,1031
1035,5,G4, ,1031
1036,4,S3R,FCE_Quarter_Final_Replay,1018
1037,5,G1, ,1036
1038,5,G2, ,1036
1039,5,G3, ,1036
1040,5,G4, ,1036
1041,4,S4,FCE_Semi_Finals,1018
1042,5,G1, ,1041
1043,5,G2, ,1041
1044,4,S5,FCE_Final,1018
1045,5,G1, ,1044
1046,3,C65,TrophyName_Abbr15_65,1017
1047,4,S1,FCE_League_Stage,1046
1048,5,G1, ,1047
1049,2,ITAL,NationName_27,81
1050,3,C211,TrophyName_Abbr15_211,1049
1051,4,S1,FCE_Final,1050
1052,5,G1, ,1051
1053,3,C210,TrophyName_Abbr15_210,1049
1054,4,S1,FCE_Setup_Stage,1053
1055,5,G1, ,1054
1056,5,G2, ,1054
1057,4,S2,FCE_Setup_Stage_2,1053
1058,5,G1, ,1057
1059,4,S3,FCE_Round_1,1053
1060,5,G1, ,1059
1061,5,G2, ,1059
1062,4,S4,FCE_Round_2,1053
1063,5,G1, ,1062
1064,5,G2, ,1062
1065,5,G3, ,1062
1066,5,G4, ,1062
1067,5,G5, ,1062
1068,5,G6, ,1062
1069,5,G7, ,1062
1070,5,G8, ,1062
1071,5,G9, ,1062
1072,5,G10, ,1062
1073,5,G11, ,1062
1074,5,G12, ,1062
1075,5,G13, ,1062
1076,5,G14, ,1062
1077,5,G15, ,1062
1078,5,G16, ,1062
1079,4,S5,FCE_Round_3,1053
1080,5,G1, ,1079
1081,5,G2, ,1079
1082,5,G3, ,1079
1083,5,G4, ,1079
1084,5,G5, ,1079
1085,5,G6, ,1079
1086,5,G7, ,1079
1087,5,G8, ,1079
1088,4,S6,FCE_Round_of_16,1053
1089,5,G1, ,1088
1090,5,G2, ,1088
1091,5,G3, ,1088
1092,5,G4, ,1088
1093,5,G5, ,1088
1094,5,G6, ,1088
1095,5,G7, ,1088
1096,5,G8, ,1088
1097,4,S7,FCE_Quarter_Finals,1053
1098,5,G1, ,1097
1099,5,G2, ,1097
1100,5,G3, ,1097
1101,5,G4, ,1097
1102,4,S8,FCE_Semi_Finals,1053
1103,5,G1, ,1102
1104,5,G2, ,1102
1105,4,S9,FCE_Final,1053
1106,5,G1, ,1105
1107,3,C31,TrophyName_Abbr15_31,1049
1108,4,S1,FCE_League_Stage,1107
1109,5,G1, ,1108
1110,3,C32,TrophyName_Abbr15_32,1049
1111,4,S1,FCE_League_Stage,1110
1112,5,G1, ,1111
1113,2,NETH,NationName_34,81
1114,3,C314,TrophyName_Abbr15_314,1113
1115,4,S1,FCE_Setup_Stage,1114
1116,5,G1, ,1115
1117,4,S2,FCE_Round_1,1114
1118,5,G1, ,1117
1119,5,G2, ,1117
1120,4,S3,FCE_Round_2,1114
1121,5,G1, ,1120
1122,5,G2, ,1120
1123,5,G3, ,1120
1124,5,G4, ,1120
1125,5,G5, ,1120
1126,5,G6, ,1120
1127,5,G7, ,1120
1128,5,G8, ,1120
1129,4,S4,FCE_Quarter_Finals,1114
1130,5,G1, ,1129
1131,5,G2, ,1129
1132,5,G3, ,1129
1133,5,G4, ,1129
1134,4,S5,FCE_Semi_Finals,1114
1135,5,G1, ,1134
1136,5,G2, ,1134
1137,4,S6,FCE_Final,1114
1138,5,G1, ,1137
1139,3,C10,TrophyName_Abbr15_10,1113
1140,4,S1,FCE_League_Stage,1139
1141,5,G1, ,1140
1142,2,NORW,NationName_36,81
1143,3,C217,TrophyName_Abbr15_217,1142
1144,4,S1,FCE_Setup_Stage,1143
1145,5,G1, ,1144
1146,4,S2,FCE_Round_1,1143
1147,5,G1, ,1146
1148,5,G2, ,1146
1149,5,G3, ,1146
1150,5,G4, ,1146
1151,5,G5, ,1146
1152,5,G6, ,1146
1153,5,G7, ,1146
1154,5,G8, ,1146
1155,4,S3,FCE_Quarter_Finals,1143
1156,5,G1, ,1155
1157,5,G2, ,1155
1158,5,G3, ,1155
1159,5,G4, ,1155
1160,4,S4,FCE_Semi_Finals,1143
1161,5,G1, ,1160
1162,5,G2, ,1160
1163,4,S5,FCE_Final,1143
1164,5,G1, ,1163
1165,3,C41,TrophyName_Abbr15_41,1142
1166,4,S1,FCE_League_Stage,1165
1167,5,G1, ,1166
1168,2,POLA,NationName_37,81
1169,3,C366,TrophyName_Abbr15_366,1168
1170,4,S1,FCE_Setup_Stage,1169
1171,5,G1, ,1170
1172,4,S2,FCE_Round_1,1169
1173,5,G1, ,1172
1174,5,G2, ,1172
1175,5,G3, ,1172
1176,5,G4, ,1172
1177,5,G5, ,1172
1178,5,G6, ,1172
1179,5,G7, ,1172
1180,5,G8, ,1172
1181,4,S3,FCE_Quarter_Finals,1169
1182,5,G1, ,1181
1183,5,G2, ,1181
1184,5,G3, ,1181
1185,5,G4, ,1181
1186,4,S4,FCE_Semi_Finals,1169
1187,5,G1, ,1186
1188,5,G2, ,1186
1189,4,S5,FCE_Final,1169
1190,5,G1, ,1189
1191,3,C66,TrophyName_Abbr15_66,1168
1192,4,S1,FCE_League_Stage_1,1191
1193,5,G1, ,1192
1194,4,S2,FCE_League_Stage_2,1191
1195,5,G1,FCE_Championship_Group,1194
1196,5,G2,FCE_Bottom_Group,1194
1197,2,PORT,NationName_38,81
1198,3,C218,TrophyName_Abbr15_218,1197
1199,4,S1,FCE_Setup_Stage,1198
1200,5,G1, ,1199
1201,4,S2,FCE_Round_1,1198
1202,5,G1, ,1201
1203,5,G2, ,1201
1204,5,G3, ,1201
1205,5,G4, ,1201
1206,5,G5, ,1201
1207,5,G6, ,1201
1208,5,G7, ,1201
1209,5,G8, ,1201
1210,4,S3,FCE_Quarter_Finals,1198
1211,5,G1, ,1210
1212,5,G2, ,1210
1213,5,G3, ,1210
1214,5,G4, ,1210
1215,4,S4,FCE_Semi_Finals,1198
1216,5,G1, ,1215
1217,5,G2, ,1215
1218,4,S5,FCE_Final,1198
1219,5,G1, ,1218
1220,3,C308,TrophyName_Abbr15_308,1197
1221,4,S1,FCE_League_Stage,1220
1222,5,G1, ,1221
1223,2,RUSS,NationName_40,81
1224,3,C8,TrophyName_Abbr15_8,1223
1225,4,S1,Setup Stage,1224
1226,5,G1, ,1225
1227,4,S2,FCE_Round_1,1224
1228,5,G1, ,1227
1229,5,G2, ,1227
1230,5,G3, ,1227
1231,5,G4, ,1227
1232,5,G5, ,1227
1233,5,G6, ,1227
1234,5,G7, ,1227
1235,5,G8, ,1227
1236,4,S3,FCE_Quarter_Finals,1224
1237,5,G1, ,1236
1238,5,G2, ,1236
1239,5,G3, ,1236
1240,5,G4, ,1236
1241,4,S4,FCE_Semi_Finals,1224
1242,5,G1, ,1241
1243,5,G2, ,1241
1244,4,S5,FCE_Final,1224
1245,5,G1, ,1244
1246,3,C67,TrophyName_Abbr15_67,1223
1247,4,S1,FCE_League_Stage,1246
1248,5,G1, ,1247
1249,2,SCOT,NationName_42,81
1250,3,C219,TrophyName_Abbr15_219,1249
1251,4,S1,Setup Stage,1250
1252,5,G1, ,1251
1253,4,S2,FCE_Round_1,1250
1254,5,G1, ,1253
1255,5,G2, ,1253
1256,5,G3, ,1253
1257,5,G4, ,1253
1258,4,S2R,FCE_Round_1_Replay,1250
1259,5,G1, ,1258
1260,5,G2, ,1258
1261,5,G3, ,1258
1262,5,G4, ,1258
1263,4,S3,FCE_Quarter_Finals,1250
1264,5,G1, ,1263
1265,5,G2, ,1263
1266,5,G3, ,1263
1267,5,G4, ,1263
1268,4,S3R,FCE_Quarter_Final_Replay,1250
1269,5,G1, ,1268
1270,5,G2, ,1268
1271,5,G3, ,1268
1272,5,G4, ,1268
1273,4,S4,FCE_Semi_Finals,1250
1274,5,G1, ,1273
1275,5,G2, ,1273
1276,4,S5,FCE_Final,1250
1277,5,G1, ,1276
1278,3,C50,TrophyName_Abbr15_50,1249
1279,4,S1,FCE_League_Stage_1,1278
1280,5,G1, ,1279
1281,4,S2,FCE_League_Stage_2,1278
1282,5,G1,FCE_Championship_Group,1281
1283,5,G2,FCE_Bottom_Group,1281
1284,2,SPAN,NationName_45,81
1285,3,C225,TrophyName_Abbr15_225,1284
1286,4,S1,FCE_Final,1285
1287,5,G1, ,1286
1288,3,C208,TrophyName_Abbr15_208,1284
1289,4,S1,FCE_Setup_Stage,1288
1290,5,G1, ,1289
1291,5,G2, ,1289
1292,4,S2,FCE_Setup_Stage_2,1288
1293,5,G1, ,1292
1294,4,S3,FCE_Round_1,1288
1295,5,G1, ,1294
1296,5,G2, ,1294
1297,5,G3, ,1294
1298,5,G4, ,1294
1299,5,G5, ,1294
1300,5,G6, ,1294
1301,5,G7, ,1294
1302,5,G8, ,1294
1303,5,G9, ,1294
1304,5,G10, ,1294
1305,4,S4,FCE_Round_of_32,1288
1306,5,G1, ,1305
1307,5,G2, ,1305
1308,5,G3, ,1305
1309,5,G4, ,1305
1310,5,G5, ,1305
1311,5,G6, ,1305
1312,5,G7, ,1305
1313,5,G8, ,1305
1314,5,G9, ,1305
1315,5,G10, ,1305
1316,5,G11, ,1305
1317,5,G12, ,1305
1318,5,G13, ,1305
1319,5,G14, ,1305
1320,5,G15, ,1305
1321,5,G16, ,1305
1322,4,S5,FCE_Round_of_16,1288
1323,5,G1, ,1322
1324,5,G2, ,1322
1325,5,G3, ,1322
1326,5,G4, ,1322
1327,5,G5, ,1322
1328,5,G6, ,1322
1329,5,G7, ,1322
1330,5,G8, ,1322
1331,4,S6,FCE_Quarter_Finals,1288
1332,5,G1, ,1331
1333,5,G2, ,1331
1334,5,G3, ,1331
1335,5,G4, ,1331
1336,4,S7,FCE_Semi_Finals,1288
1337,5,G1, ,1336
1338,5,G2, ,1336
1339,4,S8,FCE_Final,1288
1340,5,G1, ,1339
1341,3,C53,TrophyName_Abbr15_53,1284
1342,4,S1,FCE_League_Stage,1341
1343,5,G1, ,1342
1344,3,C54,TrophyName_Abbr15_54,1284
1345,4,S1,FCE_League_Stage,1344
1346,5,G1, ,1345
1347,3,C354,TrophyName_Abbr15_354,1284
1348,4,S1,FCE_Setup_Stage,1347
1349,4,S2,FCE_Setup_Stage,1347
1350,4,S3,FCE_Promotion_Playoff_Semi,1347
1351,5,G1,3 v 6,1350
1352,5,G2,4 v 5,1350
1353,4,S4,FCE_Promotion_Playoff_Final,1347
1354,5,G1, ,1353
1355,2,SWED,NationName_46,81
1356,3,C220,TrophyName_Abbr15_220,1355
1357,4,S1,FCE_Setup_Stage,1356
1358,5,G1, ,1357
1359,4,S2,FCE_Round_1,1356
1360,5,G1, ,1359
1361,5,G2, ,1359
1362,5,G3, ,1359
1363,5,G4, ,1359
1364,5,G5, ,1359
1365,5,G6, ,1359
1366,5,G7, ,1359
1367,5,G8, ,1359
1368,4,S3,FCE_Quarter_Finals,1356
1369,5,G1, ,1368
1370,5,G2, ,1368
1371,5,G3, ,1368
1372,5,G4, ,1368
1373,4,S4,FCE_Semi_Finals,1356
1374,5,G1, ,1373
1375,5,G2, ,1373
1376,4,S5,FCE_Final,1356
1377,5,G1, ,1376
1378,3,C56,TrophyName_Abbr15_56,1355
1379,4,S1,FCE_League_Stage,1378
1380,5,G1, ,1379
1381,2,SWIT,NationName_47,81
1382,3,C221,TrophyName_Abbr15_221,1381
1383,4,S1,FCE_Setup_Stage,1382
1384,5,G1, ,1383
1385,4,S2,FCE_Round_1,1382
1386,5,G1, ,1385
1387,5,G2, ,1385
1388,4,S3,FCE_Quarter_Finals,1382
1389,5,G1, ,1388
1390,5,G2, ,1388
1391,5,G3, ,1388
1392,5,G4, ,1388
1393,4,S4,FCE_Semi_Finals,1382
1394,5,G1, ,1393
1395,5,G2, ,1393
1396,4,S5,FCE_Final,1382
1397,5,G1, ,1396
1398,3,C189,TrophyName_Abbr15_189,1381
1399,4,S1,FCE_League_Stage,1398
1400,5,G1, ,1399
1401,2,TURK,NationName_48,81
1402,3,C68,TrophyName_Abbr15_68,1401
1403,4,S1,FCE_League_Stage,1402
1404,5,G1, ,1403
1405,1,CCAF, ,0
1406,3,C940,TrophyName_Abbr15_940,1405
1407,4,S1,FCE_Setup_Stage,1406
1408,5,G1, ,1407
1409,4,S2,FCE_Semi_Final,1406
1410,5,G1, ,1409
1411,5,G2, ,1409
1412,4,S3,FCE_Third_Place,1406
1413,5,G1, ,1412
1414,4,S4,FCE_Final,1406
1415,5,G1, ,1414
1416,3,C100,TrophyName_Abbr15_1004,1405
1417,4,S1,FCE_Setup_Stage,1416
1418,5,G1, ,1417
1419,4,S2,FCE_Group_Stage,1416
1420,5,G1,FCE_Group_A,1419
1421,5,G2,FCE_Group_B,1419
1422,4,S3,FCE_Semi_Finals,1416
1423,5,G1, ,1422
1424,5,G2, ,1422
1425,4,S4,FCE_Finals,1416
1426,5,G1, ,1425
1427,2,UNIT,NationName_95,1405
1428,3,C234,TrophyName_Abbr15_234,1427
1429,4,S1,FCE_Setup_Stage,1428
1430,5,G1, ,1429
1431,4,S2,FCE_Round_1,1428
1432,5,G1, ,1431
1433,5,G2, ,1431
1434,4,S3,FCE_Round_2,1428
1435,5,G1, ,1434
1436,5,G2, ,1434
1437,5,G3, ,1434
1438,5,G4, ,1434
1439,4,S4,FCE_Round_3,1428
1440,5,G1, ,1439
1441,5,G2, ,1439
1442,4,S5,FCE_Quarter_Finals,1428
1443,5,G1, ,1442
1444,5,G2, ,1442
1445,5,G3, ,1442
1446,5,G4, ,1442
1447,4,S6,FCE_Semi_Finals,1428
1448,5,G1, ,1447
1449,5,G2, ,1447
1450,4,S7,FCE_Final,1428
1451,5,G1, ,1450
1452,3,C39,TrophyName_Abbr15_39,1427
1453,4,S1,FCE_League_Stage,1452
1454,5,G1,FCE_Eastern_Conference,1453
1455,5,G2,FCE_Western_Conference,1453
1456,4,S2,FCE_Playoff_Round,1452
1457,5,G1, ,1456
1458,5,G2, ,1456
1459,5,G3, ,1456
1460,5,G4, ,1456
1461,4,S3,FCE_Conference_Semi-Finals,1452
1462,5,G1, ,1461
1463,5,G2, ,1461
1464,5,G3, ,1461
1465,5,G4, ,1461
1466,4,S4, ,1452
1467,5,G1, ,1466
1468,5,G2, ,1466
1469,4,S5,FCE_Conference_Championships,1452
1470,5,G1, ,1469
1471,5,G2, ,1469
1472,4,S6, ,1452
1473,5,G1, ,1472
1474,4,S7,FCE_MLS_Finals,1452
1475,5,G1, ,1474
1476,2,MEXI,NationName_83,1405
1477,3,C85,TrophyName_Abbr15_85,1476
1478,4,S1,FCE_Apertura,1477
1479,5,G1, ,1478
1480,4,S2,FCE_Apertura_Quarter_Finals,1477
1481,5,G1,1 v 8,1480
1482,5,G2,2 v 7,1480
1483,5,G3,3 v 6,1480
1484,5,G4,4 v 5,1480
1485,4,S3,FCE_Apertura_Setup_1,1477
1486,5,G1,FCE_Setup_Group,1485
1487,4,S4,FCE_Apertura_Semi_Finals,1477
1488,5,G1,1 v 4,1487
1489,5,G2,2 v 3,1487
1490,4,S5,FCE_Apertura_Setup_2,1477
1491,5,G1,FCE_Setup_Group,1490
1492,4,S6,FCE_Apertura_Finals,1477
1493,5,G1, ,1492
1494,3,C84,TrophyName_Abbr15_84,1476
1495,4,S1,FCE_Clausura,1494
1496,5,G1, ,1495
1497,4,S2,FCE_Clausura_Quarter_Finals,1494
1498,5,G1,1 v 8,1497
1499,5,G2,2 v 7,1497
1500,5,G3,3 v 6,1497
1501,5,G4,4 v 5,1497
1502,4,S3,FCE_Clausura_Setup_1,1494
1503,5,G1,FCE_Setup_Group,1502
1504,4,S4,FCE_Clausura_Semi_Finals,1494
1505,5,G1,1 v 4,1504
1506,5,G2,2 v 3,1504
1507,4,S5,FCE_Clausura_Setup_2,1494
1508,5,G1,FCE_Setup_Group,1507
1509,4,S6,FCE_Clausura_Finals,1494
1510,5,G1, ,1509
1511,1,AFC, ,0
1512,3,C993,TrophyName_Abbr15_993,1511
1513,4,S1,FCE_Group_Stage,1512
1514,5,G1,FCE_Asia,1513
1515,3,C100,TrophyName_Abbr15_1005,1511
1516,4,S1,FCE_Setup_Stage,1515
1517,5,G1, ,1516
1518,4,S2,FCE_Group_Stage,1515
1519,5,G1,FCE_Group_A,1518
1520,5,G2,FCE_Group_B,1518
1521,4,S3,FCE_Semi_Finals,1515
1522,5,G1, ,1521
1523,5,G2, ,1521
1524,4,S4,FCE_Finals,1515
1525,5,G1, ,1524
1526,3,C950,TrophyName_Abbr15_950,1511
1527,4,S1,FCE_Setup_Stage,1526
1528,5,G1, ,1527
1529,4,S2,FCE_Group_Stage,1526
1530,5,G1,FCE_Group_A,1529
1531,5,G2,FCE_Group_B,1529
1532,4,S3,FCE_Semi_Finals,1526
1533,5,G1, ,1532
1534,5,G2, ,1532
1535,4,S4,FCE_Third_Place,1526
1536,5,G1, ,1535
1537,4,S5,FCE_Final,1526
1538,5,G1, ,1537
1539,2,ASTR,NationName_195,1511
1540,3,C351,TrophyName_Abbr15_351,1539
1541,4,S1,FCE_League_Stage,1540
1542,5,G1, ,1541
1543,4,S2,FCE_Elimination_Finals,1540
1544,5,G1, ,1543
1545,5,G2, ,1543
1546,4,S3,FCE_Setup_Stage,1540
1547,5,G1, ,1546
1548,4,S4,FCE_Semi_Finals,1540
1549,5,G1, ,1548
1550,5,G2, ,1548
1551,4,S5,FCE_Setup_Stage,1540
1552,5,G1, ,1551
1553,4,S6,FCE_Final,1540
1554,5,G1, ,1553
1555,2,KORE,NationName_167,1511
1556,3,C83,TrophyName_Abbr15_83,1555
1557,4,S1,FCE_League_Stage_1,1556
1558,5,G1, ,1557
1559,4,S2,FCE_League_Stage_2,1556
1560,5,G1,FCE_Championship_Group,1559
1561,5,G2,FCE_Bottom_Group,1559
1562,2,SARB,NationName_183,1511
1563,3,C450,TrophyName_Abbr15_450,1562
1564,4,S1,FCE_Setup_Stage,1563
1565,5,G1, ,1564
1566,4,S2,FCE_Round_1,1563
1567,5,G1, ,1566
1568,5,G2, ,1566
1569,5,G3, ,1566
1570,5,G4, ,1566
1571,5,G5, ,1566
1572,5,G6, ,1566
1573,4,S3,FCE_Quarter_Finals,1563
1574,5,G1, ,1573
1575,5,G2, ,1573
1576,5,G3, ,1573
1577,5,G4, ,1573
1578,4,S4,FCE_Semi_Finals,1563
1579,5,G1, ,1578
1580,5,G2, ,1578
1581,4,S5,FCE_Final,1563
1582,5,G1, ,1581
1583,3,C350,TrophyName_Abbr15_350,1562
1584,4,S1,FCE_League_Stage,1583
1585,5,G1, ,1584
1586,3,C550,TrophyName_Abbr15_550,1562
1587,4,S1,FCE_Setup_Stage,1586
1588,5,G1, ,1587
1589,4,S2,FCE_Quarter_Finals,1586
1590,5,G1, ,1589
1591,5,G2, ,1589
1592,5,G3, ,1589
1593,5,G4, ,1589
1594,4,S3,FCE_Semi_Finals,1586
1595,5,G1, ,1594
1596,5,G2, ,1594
1597,4,S4,FCE_Third_Place,1586
1598,5,G1, ,1597
1599,4,S5,FCE_Final,1586
1600,5,G1, ,1599
1601,1,CNBL, ,0
1602,3,C992,TrophyName_Abbr15_992,1601
1603,4,S1,FCE_Group_Stage,1602
1604,5,G1,FCE_SouthAmerica,1603
1605,3,C970,TrophyName_Abbr15_970,1601
1606,4,S1,FCE_Setup_Stage,1605
1607,5,G1, ,1606
1608,5,G2, ,1606
1609,4,S2,FCE_Setup_Stage,1605
1610,5,G1, ,1609
1611,5,G2, ,1609
1612,5,G3, ,1609
1613,5,G4, ,1609
1614,4,S3,FCE_Group_Stage,1605
1615,5,G1,FCE_Group_A,1614
1616,5,G2,FCE_Group_B,1614
1617,5,G3,FCE_Group_C,1614
1618,4,S4,FCE_Setup_Stage,1605
1619,5,G1, ,1618
1620,4,S5,FCE_Setup_Stage,1605
1621,5,G1, ,1620
1622,4,S6,FCE_Quarter_Finals,1605
1623,5,G1, ,1622
1624,5,G2, ,1622
1625,5,G3, ,1622
1626,5,G4, ,1622
1627,4,S7,FCE_Semi_Finals,1605
1628,5,G1, ,1627
1629,5,G2, ,1627
1630,4,S8,FCE_Third_Place,1605
1631,5,G1, ,1630
1632,4,S9,FCE_Final,1605
1633,5,G1, ,1632
1634,3,C1003,TrophyName_Abbr15_1003,1601
1635,4,S1,FCE_Setup_Stage,1634
1636,5,G1, ,1635
1637,4,S2,FCE_Group_Stage,1634
1638,5,G1,FCE_Group_A,1637
1639,5,G2,FCE_Group_B,1637
1640,5,G3,FCE_Group_C,1637
1641,5,G4,FCE_Group_D,1637
1642,4,S3,FCE_Setup_Stage,1634
1643,5,G1, ,1642
1644,4,S4,FCE_Quarter_Finals,1634
1645,5,G1, ,1644
1646,5,G2, ,1644
1647,5,G3, ,1644
1648,5,G4, ,1644
1649,4,S5,FCE_Setup_Stage,1634
1650,5,G1, ,1649
1651,4,S6,FCE_Semi_Finals,1634
1652,5,G1, ,1651
1653,5,G2, ,1651
1654,4,S7,FCE_Setup_Stage,1634
1655,5,G1, ,1654
1656,4,S8,FCE_Final,1634
1657,5,G1, ,1656
1658,2,ARGE,NationName_52,1601
1659,3,C152,TrophyName_Abbr15_152,1658
1660,4,S1,FCE_League_Stage,1659
1661,5,G1, ,1660
1662,3,C153,TrophyName_Abbr15_153,1658
1663,4,S1,FCE_League_Stage,1662
1664,5,G1, ,1663
1665,4,S2,FCE_Final,1662
1666,5,G1, ,1665
1667,2,CHIL,NationName_55,1601
1668,3,C156,TrophyName_Abbr15_156,1667
1669,4,S1,FCE_Apertura,1668
1670,5,G1, ,1669
1671,3,C157,TrophyName_Abbr15_157,1667
1672,4,S1,FCE_Clausura,1671
1673,5,G1, ,1672
1674,2,COLB,NationName_56,1601
1675,3,C57,TrophyName_Abbr15_57,1674
1676,4,S1,FCE_Apertura,1675
1677,5,G1, ,1676
1678,4,S2,FCE_Apertura_Semi_Finals,1675
1679,5,G1,FCE_Group_A,1678
1680,5,G2,FCE_Group_B,1678
1681,4,S3,FCE_Apertura_Setup_2,1675
1682,5,G1,FCE_Setup_Group,1681
1683,4,S4,FCE_Apertura_Finals,1675
1684,5,G1, ,1683
1685,3,C58,TrophyName_Abbr15_58,1674
1686,4,S1,FCE_Clausura,1685
1687,5,G1, ,1686
1688,4,S2,FCE_Clausura_Semi_Finals,1685
1689,5,G1,FCE_Group_A,1688
1690,5,G2,FCE_Group_B,1688
1691,4,S3,FCE_Clausura_Setup_2,1685
1692,5,G1,FCE_Setup_Group,1691
1693,4,S4,FCE_Clausura_Finals,1685
1694,5,G1, ,1693
1695,2,BRAZ,NationName_54,1601
1696,3,C7,TrophyName_Abbr15_7,1695
1697,4,S1,FCE_League_Stage,1696
1698,5,G1, ,1697
1699,3,C229,TrophyName_Abbr15_229,1695
1700,4,S1,FCE_Setup_Stage,1699
1701,5,G1, ,1700
1702,4,S2,FCE_Round_1,1699
1703,5,G1, ,1702
1704,5,G2, ,1702
1705,5,G3, ,1702
1706,5,G4, ,1702
1707,4,S3,FCE_Round_2,1699
1708,5,G1, ,1707
1709,5,G2, ,1707
1710,5,G3, ,1707
1711,5,G4, ,1707
1712,5,G5, ,1707
1713,5,G6, ,1707
1714,5,G7, ,1707
1715,5,G8, ,1707
1716,4,S4,FCE_Quarter_Finals,1699
1717,5,G1, ,1716
1718,5,G2, ,1716
1719,5,G3, ,1716
1720,5,G4, ,1716
1721,4,S5,FCE_Semi_Finals,1699
1722,5,G1, ,1721
1723,5,G2, ,1721
1724,4,S6,FCE_Finals,1699
1725,5,G1, ,1724
1726,1,CAF, ,0
1727,3,C960,TrophyName_Abbr15_960,1726
1728,4,S1,FCE_Setup_Stage,1727
1729,5,G1, ,1728
1730,4,S2,FCE_Group_Stage,1727
1731,5,G1,FCE_Group_A,1730
1732,5,G2,FCE_Group_B,1730
1733,4,S3,FCE_Semi_Finals,1727
1734,5,G1, ,1733
1735,5,G2, ,1733
1736,4,S4,FCE_Third_Place,1727
1737,5,G1, ,1736
1738,4,S5,FCE_Final,1727
1739,5,G1, ,1738
1740,1,OFC, ,0
1741,1,CRCT, ,0
1742,2,CRCY,NationName_216,1741
1743,3,C900,MatchTypeIntFriendly,0
1744,4,S1,Friendly,1743
1745,5,G1, ,1744
1746,3,CFRN,Friendly,0
1747,4,S1,Friendly,1746
1748,5,G1, ,1747
