0,0,FIFA,FIFA,-1
973,4,S6,FCE_Round_3_Draw,943
974,5,G1, ,973
975,4,S7,FCE_Round_3,943
976,5,G1, ,975
977,5,G2, ,975
978,5,G3, ,975
979,5,G4, ,975
980,5,G5, ,975
981,5,G6, ,975
982,5,G7, ,975
983,5,G8, ,975
984,4,S8,FCE_Quarter_Finals_Draw,943
985,5,G1, ,984
986,4,S9,FCE_Quarter_Finals,943
987,5,G1, ,986
988,5,G2, ,986
989,5,G3, ,986
990,5,G4, ,986
991,4,S10,FCE_Semi_Finals_Draw,943
992,5,G1, ,991
993,4,S11,FCE_Semi_Finals,943
994,5,G1, ,993
995,5,G2, ,993
996,4,S12,FCE_Final,943
997,5,G1, ,996
998,3,C19,TrophyName_Abbr15_19,942
999,4,S1,FCE_League_Stage,998
1000,5,G1, ,999
1001,2,IREL,NationName_25,302
1002,3,C365,TrophyName_Abbr15_365,1001
1003,4,S1,FCE_Setup_Stage,1002
1004,5,G1, ,1003
1005,4,S2,FCE_Round_1,1002
1006,5,G1, ,1005
1007,5,G2, ,1005
1008,5,G3, ,1005
1009,5,G4, ,1005
1010,4,S2R,FCE_Round_1_Replay,1002
1011,5,G1, ,1010
1012,5,G2, ,1010
1013,5,G3, ,1010
1014,5,G4, ,1010
1015,4,S3,FCE_Quarter_Finals,1002
1016,5,G1, ,1015
1017,5,G2, ,1015
1018,5,G3, ,1015
1019,5,G4, ,1015
1020,4,S3R,FCE_Quarter_Final_Replay,1002
1021,5,G1, ,1020
1022,5,G2, ,1020
1023,5,G3, ,1020
1024,5,G4, ,1020
1025,4,S4,FCE_Semi_Finals,1002
1026,5,G1, ,1025
1027,5,G2, ,1025
1028,4,S5,FCE_Final,1002
1029,5,G1, ,1028
1030,3,C65,TrophyName_Abbr15_65,1001
1031,4,S1,FCE_League_Stage,1030
1032,5,G1, ,1031
1033,2,ITAL,NationName_27,302
1034,3,C211,TrophyName_Abbr15_211,1033
1035,4,S1,FCE_Final,1034
1036,5,G1, ,1035
1037,3,C210,TrophyName_Abbr15_210,1033
1038,4,S1,FCE_Setup_Stage,1037
1039,5,G1, ,1038
1040,5,G2, ,1038
1041,4,S2,FCE_Setup_Stage_2,1037
1042,5,G1, ,1041
1043,4,S3,FCE_Round_1,1037
1044,5,G1, ,1043
1045,5,G2, ,1043
1046,4,S4,FCE_Round_2,1037
1047,5,G1, ,1046
1048,5,G2, ,1046
1049,5,G3, ,1046
1050,5,G4, ,1046
1051,5,G5, ,1046
1052,5,G6, ,1046
1053,5,G7, ,1046
1054,5,G8, ,1046
1055,5,G9, ,1046
1056,5,G10, ,1046
1057,5,G11, ,1046
1058,5,G12, ,1046
1059,5,G13, ,1046
1060,5,G14, ,1046
1061,5,G15, ,1046
1062,5,G16, ,1046
1063,4,S5,FCE_Round_3,1037
1064,5,G1, ,1063
1065,5,G2, ,1063
1066,5,G3, ,1063
1067,5,G4, ,1063
1068,5,G5, ,1063
1069,5,G6, ,1063
1070,5,G7, ,1063
1071,5,G8, ,1063
1072,4,S6,FCE_Round_of_16,1037
1073,5,G1, ,1072
1074,5,G2, ,1072
1075,5,G3, ,1072
1076,5,G4, ,1072
1077,5,G5, ,1072
1078,5,G6, ,1072
1079,5,G7, ,1072
1080,5,G8, ,1072
1081,4,S7,FCE_Quarter_Finals,1037
1082,5,G1, ,1081
1083,5,G2, ,1081
1084,5,G3, ,1081
1085,5,G4, ,1081
1086,4,S8,FCE_Semi_Finals,1037
1087,5,G1, ,1086
1088,5,G2, ,1086
1089,4,S9,FCE_Final,1037
1090,5,G1, ,1089
1091,3,C31,TrophyName_Abbr15_31,1033
1092,4,S1,FCE_League_Stage,1091
1093,5,G1, ,1092
1094,2,NETH,NationName_34,302
1095,3,C314,TrophyName_Abbr15_314,1094
1096,4,S1,FCE_Setup_Stage,1095
1097,5,G1, ,1096
1098,4,S2,FCE_Round_1,1095
1099,5,G1, ,1098
1100,5,G2, ,1098
1101,4,S3,FCE_Round_2,1095
1102,5,G1, ,1101
1103,5,G2, ,1101
1104,5,G3, ,1101
1105,5,G4, ,1101
1106,5,G5, ,1101
1107,5,G6, ,1101
1108,5,G7, ,1101
1109,5,G8, ,1101
1110,4,S4,FCE_Quarter_Finals,1095
1111,5,G1, ,1110
1112,5,G2, ,1110
1113,5,G3, ,1110
1114,5,G4, ,1110
1115,4,S5,FCE_Semi_Finals,1095
1116,5,G1, ,1115
1117,5,G2, ,1115
1118,4,S6,FCE_Final,1095
1119,5,G1, ,1118
1120,3,C10,TrophyName_Abbr15_10,1094
1121,4,S1,FCE_League_Stage,1120
1122,5,G1, ,1121
1123,2,NORW,NationName_36,302
1124,3,C217,TrophyName_Abbr15_217,1123
1125,4,S1,FCE_Setup_Stage,1124
1126,5,G1, ,1125
1127,4,S2,FCE_Round_1,1124
1128,5,G1, ,1127
1129,5,G2, ,1127
1130,5,G3, ,1127
1131,5,G4, ,1127
1132,5,G5, ,1127
1133,5,G6, ,1127
1134,5,G7, ,1127
1135,5,G8, ,1127
1136,4,S3,FCE_Quarter_Finals,1124
1137,5,G1, ,1136
1138,5,G2, ,1136
1139,5,G3, ,1136
1140,5,G4, ,1136
1141,4,S4,FCE_Semi_Finals,1124
1142,5,G1, ,1141
1143,5,G2, ,1141
1144,4,S5,FCE_Final,1124
1145,5,G1, ,1144
1146,3,C41,TrophyName_Abbr15_41,1123
1147,4,S1,FCE_League_Stage,1146
1148,5,G1, ,1147
1149,2,POLA,NationName_37,302
1150,3,C366,TrophyName_Abbr15_366,1149
1151,4,S1,FCE_Setup_Stage,1150
1152,5,G1, ,1151
1153,4,S2,FCE_Round_1,1150
1154,5,G1, ,1153
1155,5,G2, ,1153
1156,5,G3, ,1153
1157,5,G4, ,1153
1158,5,G5, ,1153
1159,5,G6, ,1153
1160,5,G7, ,1153
1161,5,G8, ,1153
1162,4,S3,FCE_Quarter_Finals,1150
1163,5,G1, ,1162
1164,5,G2, ,1162
1165,5,G3, ,1162
1166,5,G4, ,1162
1167,4,S4,FCE_Semi_Finals,1150
1168,5,G1, ,1167
1169,5,G2, ,1167
1170,4,S5,FCE_Final,1150
1171,5,G1, ,1170
1172,3,C66,TrophyName_Abbr15_66,1149
1173,4,S1,FCE_League_Stage_1,1172
1174,5,G1, ,1173
1175,4,S2,FCE_League_Stage_2,1172
1176,5,G1,FCE_Championship_Group,1175
1177,5,G2,FCE_Bottom_Group,1175
1178,2,PORT,NationName_38,302
1179,3,C218,TrophyName_Abbr15_218,1178
1180,4,S1,FCE_Setup_Stage,1179
1181,5,G1, ,1180
1182,4,S2,FCE_Round_1,1179
1183,5,G1, ,1182
1184,5,G2, ,1182
1185,5,G3, ,1182
1186,5,G4, ,1182
1187,5,G5, ,1182
1188,5,G6, ,1182
1189,5,G7, ,1182
1190,5,G8, ,1182
1191,4,S3,FCE_Quarter_Finals,1179
1192,5,G1, ,1191
1193,5,G2, ,1191
1194,5,G3, ,1191
1195,5,G4, ,1191
1196,4,S4,FCE_Semi_Finals,1179
1197,5,G1, ,1196
1198,5,G2, ,1196
1199,4,S5,FCE_Final,1179
1200,5,G1, ,1199
1201,3,C308,TrophyName_Abbr15_308,1178
1202,4,S1,FCE_League_Stage,1201
1203,5,G1, ,1202
1204,2,RUSS,NationName_40,302
1205,3,C8,TrophyName_Abbr15_8,1204
1206,4,S1,Setup Stage,1205
1207,5,G1, ,1206
1208,4,S2,FCE_Round_1,1205
1209,5,G1, ,1208
1210,5,G2, ,1208
1211,5,G3, ,1208
1212,5,G4, ,1208
1213,5,G5, ,1208
1214,5,G6, ,1208
1215,5,G7, ,1208
1216,5,G8, ,1208
1217,4,S3,FCE_Quarter_Finals,1205
1218,5,G1, ,1217
1219,5,G2, ,1217
1220,5,G3, ,1217
1221,5,G4, ,1217
1222,4,S4,FCE_Semi_Finals,1205
1223,5,G1, ,1222
1224,5,G2, ,1222
1225,4,S5,FCE_Final,1205
1226,5,G1, ,1225
1227,3,C67,TrophyName_Abbr15_67,1204
1228,4,S1,FCE_League_Stage,1227
1229,5,G1, ,1228
1230,2,SCOT,NationName_42,302
1231,3,C219,TrophyName_Abbr15_219,1230
1232,4,S1,Setup Stage,1231
1233,5,G1, ,1232
1234,4,S2,FCE_Round_1,1231
1235,5,G1, ,1234
1236,5,G2, ,1234
1237,5,G3, ,1234
1238,5,G4, ,1234
1239,4,S2R,FCE_Round_1_Replay,1231
1240,5,G1, ,1239
1241,5,G2, ,1239
1242,5,G3, ,1239
1243,5,G4, ,1239
1244,4,S3,FCE_Quarter_Finals,1231
1245,5,G1, ,1244
1246,5,G2, ,1244
1247,5,G3, ,1244
1248,5,G4, ,1244
1249,4,S3R,FCE_Quarter_Final_Replay,1231
1250,5,G1, ,1249
1251,5,G2, ,1249
1252,5,G3, ,1249
1253,5,G4, ,1249
1254,4,S4,FCE_Semi_Finals,1231
1255,5,G1, ,1254
1256,5,G2, ,1254
1257,4,S5,FCE_Final,1231
1258,5,G1, ,1257
1259,3,C50,TrophyName_Abbr15_50,1230
1260,4,S1,FCE_League_Stage_1,1259
1261,5,G1, ,1260
1262,4,S2,FCE_League_Stage_2,1259
1263,5,G1,FCE_Championship_Group,1262
1264,5,G2,FCE_Bottom_Group,1262
1265,2,SPAN,NationName_45,302
1266,3,C225,TrophyName_Abbr15_225,1265
1267,4,S1,FCE_Final,1266
1268,5,G1, ,1267
1269,3,C208,TrophyName_Abbr15_208,1265
1270,4,S1,FCE_Setup_Stage,1269
1271,5,G1, ,1270
1272,5,G2, ,1270
1273,4,S2,FCE_Setup_Stage_2,1269
1274,5,G1, ,1273
1275,4,S3,FCE_Round_1,1269
1276,5,G1, ,1275
1277,5,G2, ,1275
1278,5,G3, ,1275
1279,5,G4, ,1275
1280,5,G5, ,1275
1281,5,G6, ,1275
1282,5,G7, ,1275
1283,5,G8, ,1275
1284,5,G9, ,1275
1285,5,G10, ,1275
1286,4,S4,FCE_Round_of_32,1269
1287,5,G1, ,1286
1288,5,G2, ,1286
1289,5,G3, ,1286
1290,5,G4, ,1286
1291,5,G5, ,1286
1292,5,G6, ,1286
1293,5,G7, ,1286
1294,5,G8, ,1286
1295,5,G9, ,1286
1296,5,G10, ,1286
1297,5,G11, ,1286
1298,5,G12, ,1286
1299,5,G13, ,1286
1300,5,G14, ,1286
1301,5,G15, ,1286
1302,5,G16, ,1286
1303,4,S5,FCE_Round_of_16,1269
1304,5,G1, ,1303
1305,5,G2, ,1303
1306,5,G3, ,1303
1307,5,G4, ,1303
1308,5,G5, ,1303
1309,5,G6, ,1303
1310,5,G7, ,1303
1311,5,G8, ,1303
1312,4,S6,FCE_Quarter_Finals,1269
1313,5,G1, ,1312
1314,5,G2, ,1312
1315,5,G3, ,1312
1316,5,G4, ,1312
1317,4,S7,FCE_Semi_Finals,1269
1318,5,G1, ,1317
1319,5,G2, ,1317
1320,4,S8,FCE_Final,1269
1321,5,G1, ,1320
1322,3,C53,TrophyName_Abbr15_53,1265
1323,4,S1,FCE_League_Stage,1322
1324,5,G1, ,1323
1325,2,SWED,NationName_46,302
1326,3,C220,TrophyName_Abbr15_220,1325
1327,4,S1,FCE_Setup_Stage,1326
1328,5,G1, ,1327
1329,4,S2,FCE_Round_1,1326
1330,5,G1, ,1329
1331,5,G2, ,1329
1332,5,G3, ,1329
1333,5,G4, ,1329
1334,5,G5, ,1329
1335,5,G6, ,1329
1336,5,G7, ,1329
1337,5,G8, ,1329
1338,4,S3,FCE_Quarter_Finals,1326
1339,5,G1, ,1338
1340,5,G2, ,1338
1341,5,G3, ,1338
1342,5,G4, ,1338
1343,4,S4,FCE_Semi_Finals,1326
1344,5,G1, ,1343
1345,5,G2, ,1343
1346,4,S5,FCE_Final,1326
1347,5,G1, ,1346
1348,3,C56,TrophyName_Abbr15_56,1325
1349,4,S1,FCE_League_Stage,1348
1350,5,G1, ,1349
1351,2,SWIT,NationName_47,302
1352,3,C221,TrophyName_Abbr15_221,1351
1353,4,S1,FCE_Setup_Stage,1352
1354,5,G1, ,1353
1355,4,S2,FCE_Round_1,1352
1356,5,G1, ,1355
1357,5,G2, ,1355
1358,4,S3,FCE_Quarter_Finals,1352
1359,5,G1, ,1358
1360,5,G2, ,1358
1361,5,G3, ,1358
1362,5,G4, ,1358
1363,4,S4,FCE_Semi_Finals,1352
1364,5,G1, ,1363
1365,5,G2, ,1363
1366,4,S5,FCE_Final,1352
1367,5,G1, ,1366
1368,3,C189,TrophyName_Abbr15_189,1351
1369,4,S1,FCE_League_Stage,1368
1370,5,G1, ,1369
1371,2,TURK,NationName_48,302
1372,3,C68,TrophyName_Abbr15_68,1371
1373,4,S1,FCE_League_Stage,1372
1374,5,G1, ,1373
1375,1,CCAF, ,0
1376,2,UNIT,NationName_95,1375
1377,3,C234,TrophyName_Abbr15_234,1376
1378,4,S1,FCE_Setup_Stage,1377
1379,5,G1, ,1378
1380,4,S2,FCE_Setup_Stage,1377
1381,5,G1, ,1380
1382,4,S3,FCE_Round_1,1377
1383,5,G1, ,1382
1384,4,S4,FCE_Round_of_16,1377
1385,5,G1, ,1384
1386,5,G2, ,1384
1387,5,G3, ,1384
1388,5,G4, ,1384
1389,5,G5, ,1384
1390,5,G6, ,1384
1391,5,G7, ,1384
1392,5,G8, ,1384
1393,4,S5,FCE_Quarter_Finals,1377
1394,5,G1, ,1393
1395,5,G2, ,1393
1396,5,G3, ,1393
1397,5,G4, ,1393
1398,4,S6,FCE_Semi_Finals,1377
1399,5,G1, ,1398
1400,5,G2, ,1398
1401,4,S7,FCE_Final,1377
1402,5,G1, ,1401
1403,3,C39,TrophyName_Abbr15_39,1376
1404,4,S1,FCE_League_Stage,1403
1405,5,G1,FCE_Eastern_Conference,1404
1406,5,G2,FCE_Western_Conference,1404
1407,4,S2,FCE_Playoff_Round,1403
1408,5,G1, ,1407
1409,5,G2, ,1407
1410,4,S3,FCE_Conference_Semi-Finals,1403
1411,5,G1,FCE_Eastern_Conference_Semi,1410
1412,5,G1, ,1411
1413,5,G2, ,1411
1414,5,G2,FCE_Western_Conference_Semi,1410
1415,5,G1, ,1414
1416,5,G2, ,1414
1417,4,S4, ,1403
1418,5,G1, ,1417
1419,5,G2, ,1417
1420,4,S5,FCE_Conference_Championships,1403
1421,5,G1, ,1420
1422,5,G2, ,1420
1423,4,S6, ,1403
1424,5,G1, ,1423
1425,4,S7,FCE_MLS_Finals,1403
1426,5,G1, ,1425
1427,2,MEXI,NationName_83,1375
1428,3,C85,TrophyName_Abbr15_85,1427
1429,4,S1,FCE_Apertura,1428
1430,5,G1, ,1429
1431,4,S2,FCE_Apertura_Quarter_Finals,1428
1432,5,G1,1 v 8,1431
1433,5,G2,2 v 7,1431
1434,5,G3,3 v 6,1431
1435,5,G4,4 v 5,1431
1436,4,S3,FCE_Apertura_Setup_1,1428
1437,5,G1,FCE_Setup_Group,1436
1438,4,S4,FCE_Apertura_Semi_Finals,1428
1439,5,G1,1 v 4,1438
1440,5,G2,2 v 3,1438
1441,4,S5,FCE_Apertura_Setup_2,1428
1442,5,G1,FCE_Setup_Group,1441
1443,4,S6,FCE_Apertura_Finals,1428
1444,5,G1, ,1443
1445,1,AFC, ,0
1446,2,ASTR,NationName_195,1445
1447,3,C351,TrophyName_Abbr15_351,1446
1448,4,S1,FCE_League_Stage,1447
1449,5,G1, ,1448
1450,4,S2,FCE_Elimination_Finals,1447
1451,5,G1, ,1450
1452,5,G2, ,1450
1453,4,S3,FCE_Setup_Stage,1447
1454,5,G1, ,1453
1455,4,S4,FCE_Semi_Finals,1447
1456,5,G1, ,1455
1457,5,G2, ,1455
1458,4,S5,FCE_Setup_Stage,1447
1459,5,G1, ,1458
1460,4,S6,FCE_Final,1447
1461,5,G1, ,1460
1462,2,KORE,NationName_167,1445
1463,3,C83,TrophyName_Abbr15_83,1462
1464,4,S1,FCE_League_Stage_1,1463
1465,5,G1, ,1464
1466,4,S2,FCE_League_Stage_2,1463
1467,5,G1,FCE_Championship_Group,1466
1468,5,G2,FCE_Bottom_Group,1466
1469,2,SARB,NationName_217,1445
1470,1,CNBL, ,0
1471,2,ARGE,NationName_52,1470
1472,3,C353,TrophyName_Abbr15_152,1471
1473,4,S1,FCE_League_Stage,1472
1474,5,G1, ,1473
1475,2,CHIL,NationName_55,1470
1476,3,C156,TrophyName_Abbr15_156,1475
1477,4,S1,FCE_Apertura,1476
1478,5,G1, ,1477
1479,4,S2,FCE_Apertura_Quarter_Finals,1476
1480,5,G1,1 v 8,1479
1481,5,G2,2 v 7,1479
1482,5,G3,3 v 6,1479
1483,5,G4,4 v 5,1479
1484,4,S3,FCE_Apertura_Setup_1,1476
1485,5,G1,FCE_Setup_Group,1484
1486,4,S4,FCE_Apertura_Semi_Finals,1476
1487,5,G1,1 v 4,1486
1488,5,G2,2 v 3,1486
1489,4,S5,FCE_Apertura_Setup_2,1476
1490,5,G1,FCE_Setup_Group,1489
1491,4,S6,FCE_Apertura_Finals,1476
1492,5,G1, ,1491
1493,2,COLB,NationName_56,1470
1494,3,C57,TrophyName_Abbr15_57,1493
1495,4,S1,FCE_Apertura,1494
1496,5,G1, ,1495
1497,4,S2,FCE_Apertura_Semi_Finals,1494
1498,5,G1,FCE_Group_A,1497
1499,5,G2,FCE_Group_B,1497
1500,4,S3,FCE_Apertura_Setup_2,1494
1501,5,G1,FCE_Setup_Group,1500
1502,4,S4,FCE_Apertura_Finals,1494
1503,5,G1, ,1502
1504,1,CAF, ,0
1505,1,OFC, ,0
1506,1,CRCT, ,0
1507,2,CRCY,NationName_219,1506
1508,3,C900,MatchTypeIntFriendly,0
1509,4,S1,Friendly,1508
1510,5,G1, ,1509
